Run,Random Seed,MW_implemented_wind,MW_implemented_solar,MW_implemented_urban
21,8,104.0,536.0,276.0
21,9,110.0,488.0,315.0
22,0,233.0,1051.0,484.5
22,1,262.0,1327.0,540.0
22,2,208.0,922.0,495.0
22,3,287.0,1088.0,565.5
22,4,227.0,1514.0,528.0
22,5,226.0,1525.0,489.0
22,6,240.0,922.0,579.0
22,7,193.0,1292.0,552.0
22,8,183.0,1131.0,526.5
22,9,251.0,1248.0,513.0
23,0,135.0,518.0,310.5
23,1,125.0,494.0,363.0
23,2,104.0,506.0,319.5
23,3,115.0,403.0,367.5
23,4,135.0,447.0,334.5
23,5,134.0,591.0,315.0
23,6,128.0,640.0,343.5
23,7,105.0,479.0,384.0
23,8,150.0,621.0,327.0
23,9,90.0,372.0,351.0
24,0,0.0,0.0,319.5
24,1,0.0,0.0,333.0
24,2,0.0,0.0,327.0
24,3,0.0,0.0,312.0
24,4,0.0,0.0,310.5
24,5,0.0,0.0,267.0
24,6,0.0,0.0,282.0
24,7,0.0,0.0,315.0
24,8,0.0,0.0,310.5
24,9,0.0,0.0,318.0
25,0,865.0,2951.0,765.0
25,1,694.0,3013.0,823.5
25,2,678.0,2724.0,846.0
25,3,847.0,3005.0,847.5
25,4,652.0,3409.0,762.0
25,5,861.0,3313.0,766.5
25,6,802.0,3151.0,783.0
25,7,846.0,2744.0,897.0
25,8,846.0,3115.0,831.0
25,9,702.0,2396.0,861.0
26,0,10.0,0.0,13.5
26,1,10.0,30.0,21.0
26,2,20.0,15.0,24.0
26,3,5.0,0.0,25.5
26,4,5.0,15.0,31.5
26,5,10.0,0.0,28.5
26,6,10.0,15.0,13.5
26,7,0.0,0.0,28.5
26,8,5.0,15.0,31.5
26,9,10.0,15.0,28.5
27,0,848.0,3804.0,831.0
27,1,917.0,3243.0,735.0
27,2,753.0,3849.0,808.5
27,3,830.0,3414.0,814.5
27,4,863.0,2987.0,811.5
27,5,783.0,3476.0,807.0
27,6,705.0,3185.0,784.5
27,7,776.0,3657.0,771.0
27,8,648.0,3406.0,784.5
27,9,902.0,3068.0,813.0
28,0,25.0,104.0,108.0
28,1,45.0,177.0,112.5
28,2,50.0,380.0,82.5
28,3,74.0,208.0,114.0
28,4,50.0,148.0,93.0
28,5,54.0,179.0,120.0
28,6,15.0,90.0,96.0
28,7,40.0,175.0,111.0
28,8,35.0,194.0,100.5
28,9,40.0,104.0,96.0
29,0,75.0,311.0,358.5
29,1,139.0,793.0,339.0
29,2,103.0,698.0,327.0
29,3,144.0,312.0,312.0
29,4,133.0,415.0,336.0
29,5,134.0,367.0,357.0
29,6,112.0,635.0,321.0
29,7,75.0,487.0,337.5
29,8,132.0,404.0,328.5
29,9,113.0,536.0,315.0
30,0,85.0,195.0,225.0
30,1,43.0,294.0,232.5
30,2,85.0,254.0,235.5
30,3,45.0,354.0,226.5
30,4,45.0,251.0,210.0
30,5,25.0,254.0,196.5
30,6,75.0,133.0,216.0
30,7,39.0,253.0,253.5
30,8,44.0,193.0,208.5
30,9,45.0,238.0,213.0
31,0,260.0,1452.0,445.5
31,1,267.0,1396.0,471.0
31,2,262.0,1080.0,505.5
31,3,225.0,1475.0,535.5
31,4,338.0,1638.0,486.0
31,5,309.0,1177.0,522.0
31,6,311.0,1513.0,502.5
31,7,365.0,1693.0,487.5
31,8,201.0,943.0,408.0
31,9,289.0,1192.0,448.5
32,0,70.0,208.0,165.0
32,1,45.0,297.0,168.0
32,2,85.0,237.0,190.5
32,3,70.0,282.0,175.5
32,4,80.0,327.0,163.5
32,5,70.0,328.0,186.0
32,6,74.0,148.0,175.5
32,7,100.0,299.0,199.5
32,8,65.0,298.0,169.5
32,9,75.0,210.0,168.0
33,0,129.0,580.0,244.5
33,1,132.0,489.0,265.5
33,2,191.0,682.0,226.5
33,3,133.0,355.0,264.0
33,4,159.0,631.0,255.0
33,5,144.0,489.0,207.0
33,6,177.0,371.0,235.5
33,7,104.0,460.0,255.0
33,8,115.0,533.0,265.5
33,9,119.0,460.0,231.0
34,0,5.0,45.0,18.0
34,1,5.0,45.0,31.5
34,2,10.0,15.0,25.5
34,3,10.0,30.0,30.0
34,4,0.0,30.0,22.5
34,5,5.0,30.0,24.0
34,6,10.0,30.0,22.5
34,7,0.0,0.0,27.0
34,8,10.0,30.0,18.0
34,9,20.0,45.0,21.0
35,0,679.0,1881.0,792.0
35,1,457.0,2138.0,694.5
35,2,572.0,1956.0,729.0
35,3,497.0,2290.0,705.0
35,4,475.0,2247.0,711.0
35,5,540.0,1875.0,699.0
35,6,493.0,2655.0,663.0
35,7,380.0,2246.0,756.0
35,8,536.0,2167.0,694.5
35,9,504.0,2049.0,685.5
36,0,110.0,449.0,337.5
36,1,75.0,327.0,310.5
36,2,124.0,506.0,343.5
36,3,120.0,388.0,348.0
36,4,124.0,477.0,343.5
36,5,190.0,432.0,316.5
36,6,65.0,404.0,328.5
36,7,162.0,493.0,336.0
36,8,94.0,374.0,342.0
36,9,115.0,388.0,300.0
37,0,340.0,1492.0,523.5
37,1,339.0,1780.0,496.5
37,2,377.0,1528.0,514.5
37,3,317.0,1609.0,459.0
37,4,431.0,1597.0,492.0
37,5,277.0,1670.0,487.5
37,6,245.0,1155.0,489.0
37,7,350.0,1504.0,471.0
37,8,253.0,1831.0,489.0
37,9,283.0,1744.0,483.0
38,0,35.0,132.0,58.5
38,1,10.0,60.0,67.5
38,2,15.0,75.0,70.5
38,3,25.0,88.0,64.5
38,4,55.0,149.0,78.0
38,5,25.0,133.0,69.0
38,6,25.0,75.0,79.5
38,7,35.0,164.0,69.0
38,8,40.0,74.0,78.0
38,9,25.0,89.0,85.5
39,0,130.0,370.0,150.0
39,1,65.0,327.0,217.5
39,2,70.0,505.0,195.0
39,3,65.0,310.0,159.0
39,4,109.0,314.0,199.5
39,5,107.0,326.0,189.0
39,6,93.0,342.0,210.0
39,7,75.0,418.0,175.5
39,8,90.0,387.0,166.5
39,9,88.0,442.0,175.5
40,0,145.0,416.0,396.0
40,1,185.0,695.0,433.5
40,2,188.0,656.0,430.5
40,3,203.0,725.0,423.0
40,4,214.0,773.0,418.5
40,5,184.0,567.0,442.5
40,6,170.0,626.0,396.0
40,7,165.0,685.0,430.5
40,8,238.0,657.0,441.0
40,9,169.0,877.0,397.5
41,0,357.0,1923.0,550.5
41,1,326.0,1700.0,574.5
41,2,316.0,1754.0,564.0
41,3,389.0,1672.0,639.0
41,4,377.0,2173.0,597.0
41,5,391.0,1615.0,577.5
41,6,382.0,1848.0,552.0
41,7,431.0,1790.0,532.5
41,8,313.0,1825.0,513.0
41,9,444.0,1564.0,546.0
42,0,374.0,1579.0,501.0
42,1,350.0,1685.0,499.5
42,2,421.0,1607.0,544.5
42,3,239.0,1703.0,499.5
42,4,288.0,1561.0,463.5
42,5,363.0,1874.0,487.5
42,6,432.0,1753.0,484.5
42,7,402.0,1593.0,535.5
42,8,219.0,1981.0,517.5
42,9,299.0,1684.0,537.0
43,0,165.0,1055.0,306.0
43,1,172.0,906.0,249.0
43,2,245.0,789.0,321.0
43,3,206.0,979.0,270.0
43,4,151.0,832.0,310.5
43,5,198.0,935.0,252.0
43,6,198.0,1059.0,306.0
43,7,171.0,1033.0,282.0
43,8,197.0,746.0,276.0
43,9,280.0,1024.0,268.5
44,0,5.0,15.0,9.0
44,1,0.0,15.0,7.5
44,2,15.0,0.0,4.5
44,3,0.0,0.0,12.0
44,4,0.0,0.0,4.5
44,5,0.0,0.0,10.5
44,6,5.0,30.0,9.0
44,7,5.0,44.0,7.5
44,8,0.0,0.0,10.5
44,9,5.0,0.0,6.0
45,0,253.0,1160.0,600.0
45,1,312.0,1440.0,574.5
45,2,247.0,1069.0,537.0
45,3,318.0,1144.0,580.5
45,4,279.0,744.0,615.0
45,5,341.0,935.0,559.5
45,6,381.0,1456.0,541.5
45,7,252.0,1106.0,579.0
45,8,266.0,1866.0,523.5
45,9,316.0,1312.0,544.5
46,0,80.0,537.0,160.5
46,1,73.0,371.0,205.5
46,2,94.0,282.0,141.0
46,3,95.0,385.0,148.5
46,4,84.0,165.0,142.5
46,5,108.0,355.0,127.5
46,6,64.0,359.0,159.0
46,7,79.0,357.0,175.5
46,8,29.0,315.0,175.5
46,9,64.0,435.0,151.5
47,0,89.0,503.0,246.0
47,1,110.0,483.0,199.5
47,2,122.0,621.0,223.5
47,3,90.0,434.0,217.5
47,4,136.0,507.0,225.0
47,5,121.0,399.0,222.0
47,6,169.0,522.0,214.5
47,7,64.0,387.0,217.5
47,8,77.0,538.0,195.0
47,9,109.0,344.0,238.5
48,0,989.0,2799.0,667.5
48,1,766.0,3320.0,675.0
48,2,1227.0,3633.0,717.0
48,3,876.0,3164.0,777.0
48,4,994.0,3776.0,738.0
48,5,1132.0,3176.0,694.5
48,6,1035.0,3674.0,798.0
48,7,918.0,3589.0,768.0
48,8,758.0,2478.0,730.5
48,9,981.0,3839.0,771.0
49,0,15.0,30.0,36.0
49,1,10.0,44.0,36.0
49,2,5.0,15.0,34.5
49,3,25.0,59.0,31.5
49,4,10.0,15.0,42.0
49,5,10.0,29.0,31.5
49,6,10.0,59.0,42.0
49,7,0.0,60.0,28.5
49,8,0.0,45.0,22.5
49,9,15.0,60.0,37.5
