Run,Random Seed,MW_implemented_wind,MW_implemented_solar,MW_implemented_urban
3,86,80.0,222.0,246.0
3,87,90.0,327.0,262.5
3,88,75.0,313.0,238.5
3,89,69.0,223.0,234.0
3,90,85.0,371.0,267.0
3,91,50.0,254.0,228.0
3,92,115.0,255.0,237.0
3,93,104.0,312.0,262.5
3,94,90.0,255.0,228.0
3,95,45.0,284.0,253.5
3,96,119.0,299.0,225.0
3,97,80.0,300.0,210.0
3,98,55.0,284.0,253.5
3,99,95.0,194.0,234.0
4,0,10.0,0.0,9.0
4,1,0.0,0.0,6.0
4,2,5.0,0.0,10.5
4,3,0.0,0.0,15.0
4,4,0.0,0.0,7.5
4,5,0.0,0.0,9.0
4,6,0.0,44.0,3.0
4,7,5.0,0.0,12.0
4,8,0.0,29.0,9.0
4,9,5.0,0.0,12.0
4,10,5.0,15.0,4.5
4,11,5.0,0.0,7.5
4,12,0.0,15.0,10.5
4,13,0.0,0.0,9.0
4,14,5.0,0.0,7.5
4,15,5.0,0.0,6.0
4,16,5.0,0.0,12.0
4,17,0.0,15.0,4.5
4,18,0.0,0.0,6.0
4,19,15.0,0.0,1.5
4,20,5.0,0.0,7.5
4,21,0.0,0.0,10.5
4,22,0.0,0.0,6.0
4,23,5.0,29.0,7.5
4,24,0.0,15.0,15.0
4,25,0.0,30.0,6.0
4,26,0.0,30.0,7.5
4,27,0.0,0.0,9.0
4,28,0.0,0.0,6.0
4,29,5.0,0.0,9.0
4,30,0.0,0.0,13.5
4,31,0.0,15.0,15.0
4,32,0.0,0.0,3.0
4,33,0.0,15.0,4.5
4,34,0.0,0.0,7.5
4,35,10.0,0.0,7.5
4,36,0.0,0.0,7.5
4,37,5.0,44.0,9.0
4,38,0.0,15.0,6.0
4,39,5.0,74.0,6.0
4,40,5.0,0.0,13.5
4,41,0.0,0.0,7.5
4,42,0.0,15.0,4.5
4,43,5.0,30.0,7.5
4,44,15.0,15.0,1.5
4,45,0.0,15.0,9.0
4,46,10.0,0.0,9.0
4,47,0.0,0.0,7.5
4,48,5.0,0.0,1.5
4,49,15.0,0.0,7.5
4,50,0.0,0.0,6.0
4,51,5.0,15.0,10.5
4,52,5.0,15.0,10.5
4,53,5.0,0.0,9.0
4,54,0.0,44.0,4.5
4,55,0.0,29.0,4.5
4,56,9.0,0.0,7.5
4,57,5.0,15.0,9.0
4,58,0.0,15.0,13.5
4,59,0.0,15.0,9.0
4,60,0.0,15.0,10.5
4,61,0.0,0.0,10.5
4,62,0.0,0.0,10.5
4,63,0.0,0.0,6.0
4,64,0.0,15.0,7.5
4,65,0.0,15.0,10.5
4,66,0.0,15.0,6.0
4,67,5.0,30.0,7.5
4,68,0.0,44.0,12.0
4,69,0.0,15.0,9.0
4,70,0.0,0.0,7.5
4,71,10.0,0.0,7.5
4,72,10.0,15.0,4.5
4,73,5.0,0.0,9.0
4,74,15.0,15.0,7.5
4,75,10.0,0.0,7.5
4,76,0.0,30.0,10.5
4,77,5.0,45.0,9.0
4,78,0.0,0.0,7.5
4,79,0.0,0.0,9.0
4,80,0.0,15.0,12.0
4,81,0.0,30.0,4.5
4,82,0.0,15.0,10.5
4,83,10.0,0.0,13.5
4,84,0.0,15.0,9.0
4,85,0.0,0.0,9.0
4,86,0.0,0.0,9.0
4,87,5.0,0.0,4.5
4,88,0.0,0.0,9.0
4,89,0.0,0.0,6.0
4,90,5.0,15.0,9.0
4,91,5.0,0.0,7.5
4,92,0.0,0.0,10.5
4,93,5.0,15.0,3.0
4,94,5.0,0.0,7.5
4,95,0.0,0.0,10.5
4,96,0.0,15.0,9.0
4,97,0.0,0.0,4.5
4,98,0.0,15.0,4.5
4,99,14.0,15.0,12.0
5,0,188.0,750.0,318.0
5,1,168.0,778.0,324.0
5,2,215.0,935.0,321.0
5,3,234.0,818.0,295.5
5,4,170.0,797.0,289.5
5,5,188.0,839.0,282.0
5,6,177.0,800.0,280.5
5,7,193.0,1027.0,307.5
5,8,139.0,750.0,304.5
5,9,195.0,713.0,318.0
5,10,178.0,695.0,304.5
5,11,176.0,858.0,339.0
5,12,173.0,793.0,310.5
5,13,173.0,652.0,300.0
5,14,228.0,978.0,298.5
5,15,214.0,717.0,343.5
5,16,157.0,566.0,328.5
5,17,163.0,666.0,337.5
5,18,205.0,835.0,319.5
5,19,120.0,818.0,292.5
5,20,216.0,968.0,312.0
5,21,159.0,1049.0,349.5
5,22,125.0,919.0,336.0
5,23,128.0,773.0,294.0
5,24,94.0,624.0,300.0
5,25,170.0,640.0,325.5
5,26,166.0,837.0,331.5
5,27,224.0,890.0,321.0
5,28,167.0,723.0,288.0
5,29,99.0,664.0,328.5
5,30,193.0,912.0,313.5
5,31,139.0,683.0,283.5
5,32,204.0,787.0,306.0
5,33,147.0,684.0,325.5
5,34,113.0,701.0,327.0
5,35,216.0,629.0,325.5
5,36,180.0,846.0,324.0
5,37,189.0,730.0,321.0
5,38,182.0,877.0,343.5
5,39,149.0,807.0,295.5
5,40,152.0,740.0,346.5
5,41,210.0,887.0,330.0
5,42,229.0,815.0,289.5
5,43,191.0,642.0,306.0
5,44,152.0,848.0,343.5
5,45,150.0,781.0,355.5
5,46,191.0,849.0,321.0
5,47,191.0,1031.0,321.0
5,48,204.0,784.0,325.5
5,49,215.0,833.0,333.0
5,50,152.0,873.0,295.5
5,51,194.0,652.0,294.0
5,52,142.0,640.0,316.5
5,53,108.0,688.0,291.0
5,54,143.0,636.0,331.5
5,55,158.0,871.0,327.0
5,56,184.0,922.0,321.0
5,57,198.0,1008.0,325.5
5,58,198.0,896.0,303.0
5,59,209.0,687.0,289.5
5,60,205.0,702.0,331.5
5,61,100.0,641.0,316.5
5,62,158.0,769.0,313.5
5,63,198.0,813.0,303.0
5,64,194.0,908.0,310.5
5,65,162.0,1143.0,304.5
5,66,258.0,896.0,318.0
5,67,160.0,1161.0,303.0
5,68,158.0,932.0,310.5
5,69,165.0,804.0,285.0
5,70,150.0,756.0,354.0
5,71,217.0,581.0,342.0
5,72,166.0,534.0,295.5
5,73,120.0,610.0,318.0
5,74,135.0,548.0,285.0
5,75,262.0,565.0,340.5
5,76,168.0,785.0,327.0
5,77,144.0,831.0,316.5
5,78,192.0,1007.0,336.0
5,79,184.0,814.0,292.5
5,80,180.0,918.0,324.0
5,81,159.0,689.0,309.0
5,82,198.0,861.0,339.0
5,83,210.0,869.0,319.5
5,84,180.0,758.0,307.5
5,85,203.0,957.0,336.0
5,86,201.0,846.0,313.5
5,87,167.0,908.0,277.5
5,88,253.0,579.0,349.5
5,89,158.0,742.0,312.0
5,90,205.0,968.0,337.5
5,91,149.0,806.0,327.0
5,92,180.0,508.0,337.5
5,93,231.0,958.0,337.5
